Month,Day,Hour,Minute,Temperature,DNI,DHI,GHI
1,23,17,20,2,0,0,0
1,23,17,30,1.9000000000000001,0,0,0
1,23,17,40,1.9000000000000001,0,0,0
1,23,17,50,1.8,0,0,0
1,23,18,0,1.7000000000000002,0,0,0
1,23,18,10,1.7000000000000002,0,0,0
1,23,18,20,1.6,0,0,0
1,23,18,30,1.6,0,0,0
1,23,18,40,1.5,0,0,0
1,23,18,50,1.4000000000000001,0,0,0
1,23,19,0,1.4000000000000001,0,0,0
1,23,19,10,1.4000000000000001,0,0,0
1,23,19,20,1.3,0,0,0
1,23,19,30,1.3,0,0,0
1,23,19,40,1.3,0,0,0
1,23,19,50,1.2000000000000002,0,0,0
1,23,20,0,1.2000000000000002,0,0,0
1,23,20,10,1.2000000000000002,0,0,0
1,23,20,20,1.2000000000000002,0,0,0
1,23,20,30,1.2000000000000002,0,0,0
1,23,20,40,1.2000000000000002,0,0,0
1,23,20,50,1.2000000000000002,0,0,0
1,23,21,0,1.2000000000000002,0,0,0
1,23,21,10,1.2000000000000002,0,0,0
1,23,21,20,1.2000000000000002,0,0,0
1,23,21,30,1.2000000000000002,0,0,0
1,23,21,40,1.2000000000000002,0,0,0
1,23,21,50,1.2000000000000002,0,0,0
1,23,22,0,1.2000000000000002,0,0,0
1,23,22,10,1.2000000000000002,0,0,0
1,23,22,20,1.2000000000000002,0,0,0
1,23,22,30,1.1,0,0,0
1,23,22,40,1.1,0,0,0
1,23,22,50,1,0,0,0
1,23,23,0,1,0,0,0
1,23,23,10,0.9,0,0,0
1,23,23,20,0.9,0,0,0
1,23,23,30,0.8,0,0,0
1,23,23,40,0.8,0,0,0
1,23,23,50,0.7000000000000001,0,0,0
1,24,0,0,0.7000000000000001,0,0,0
1,24,0,10,0.6000000000000001,0,0,0
1,24,0,20,0.6000000000000001,0,0,0
1,24,0,30,0.5,0,0,0
1,24,0,40,0.5,0,0,0
1,24,0,50,0.5,0,0,0
1,24,1,0,0.4,0,0,0
1,24,1,10,0.4,0,0,0
1,24,1,20,0.30000000000000004,0,0,0
1,24,1,30,0.30000000000000004,0,0,0
1,24,1,40,0.2,0,0,0
1,24,1,50,0.2,0,0,0
1,24,2,0,0.1,0,0,0
1,24,2,10,0.1,0,0,0
1,24,2,20,0.1,0,0,0
1,24,2,30,0,0,0,0
1,24,2,40,0,0,0,0
1,24,2,50,-0.1,0,0,0
1,24,3,0,-0.1,0,0,0
1,24,3,10,-0.1,0,0,0
1,24,3,20,-0.2,0,0,0
1,24,3,30,-0.2,0,0,0
1,24,3,40,-0.2,0,0,0
1,24,3,50,-0.2,0,0,0
1,24,4,0,-0.2,0,0,0
1,24,4,10,-0.3,0,0,0
1,24,4,20,-0.3,0,0,0
1,24,4,30,-0.3,0,0,0
1,24,4,40,-0.3,0,0,0
1,24,4,50,-0.4,0,0,0
1,24,5,0,-0.4,0,0,0
1,24,5,10,-0.4,0,0,0
1,24,5,20,-0.4,0,0,0
1,24,5,30,-0.4,0,0,0
1,24,5,40,-0.5,0,0,0
1,24,5,50,-0.5,0,0,0
1,24,6,0,-0.5,0,0,0
1,24,6,10,-0.3,0,0,0
1,24,6,20,-0.2,0,0,0
1,24,6,30,-0.1,0,0,0
1,24,6,40,0.1,0,0,0
1,24,6,50,0.2,0,0,0
1,24,7,0,0.4,0,0,0
1,24,7,10,0.7000000000000001,0,0,0
1,24,7,20,1.1,0,0,0
1,24,7,30,1.5,0,12,12
1,24,7,40,1.9000000000000001,0,21,21
1,24,7,50,2.3000000000000003,0,31,31
1,24,8,0,2.7,0,30,30
1,24,8,10,3.1,2,68,68
1,24,8,20,3.5,4,84,84
1,24,8,30,3.9000000000000004,3,91,92
1,24,8,40,4.3,27,129,135
1,24,8,50,4.7,18,139,143
1,24,9,0,5.1000000000000005,156,157,200
1,24,9,10,5.6000000000000005,161,173,221
1,24,9,20,6,104,192,225
1,24,9,30,6.4,842,56,344
1,24,9,40,6.800000000000001,867,55,369
1,24,9,50,7.2,881,56,392
1,24,10,0,7.6000000000000005,893,58,414
1,24,10,10,7.800000000000001,903,59,434
1,24,10,20,8.1,912,60,453
1,24,10,30,8.3,920,60,471
1,24,10,40,8.5,938,58,488
1,24,10,50,8.700000000000001,944,58,502
1,24,11,0,8.9,949,59,515
1,24,11,10,9,954,59,527
1,24,11,20,9.1,957,60,536
1,24,11,30,9.200000000000001,960,60,544
1,24,11,40,9.200000000000001,412,253,463
1,24,11,50,9.3,397,228,432
1,24,12,0,9.4,466,204,445
1,24,12,10,9.3,368,230,421
1,24,12,20,9.3,316,229,392
1,24,12,30,9.3,245,259,385
1,24,12,40,9.200000000000001,189,270,366
1,24,12,50,9.200000000000001,217,263,373
1,24,13,0,9.1,196,262,360
1,24,13,10,9,110,259,313
1,24,13,20,8.9,121,255,314
1,24,13,30,8.8,68,233,265
1,24,13,40,8.700000000000001,185,237,323
1,24,13,50,8.6,307,221,359
1,24,14,0,8.5,152,232,298
1,24,14,10,8.200000000000001,118,223,273
1,24,14,20,7.9,194,195,274
1,24,14,30,7.6000000000000005,285,180,291
1,24,14,40,7.300000000000001,309,177,292
1,24,14,50,7,85,182,211
1,24,15,0,6.7,212,169,239
1,24,15,10,6.2,330,144,245
1,24,15,20,5.800000000000001,354,129,230
1,24,15,30,5.4,237,137,200
1,24,15,40,4.9,752,44,223
1,24,15,50,4.5,121,119,145
1,24,16,0,4.1000000000000005,676,39,165
1,24,16,10,3.9000000000000004,631,35,137
1,24,16,20,3.8000000000000003,577,32,109
1,24,16,30,3.7,3,51,51
1,24,16,40,3.5,0,25,26
1,24,16,50,3.4000000000000004,333,17,33
1,24,17,0,3.3000000000000003,213,11,16
1,24,17,10,3.3000000000000003,0,0,0
1,24,17,20,3.4000000000000004,0,0,0
1,24,17,30,3.4000000000000004,0,0,0
1,24,17,40,3.5,0,0,0
1,24,17,50,3.6,0,0,0
1,24,18,0,3.6,0,0,0
1,24,18,10,3.6,0,0,0
1,24,18,20,3.6,0,0,0
1,24,18,30,3.6,0,0,0
1,24,18,40,3.6,0,0,0
1,24,18,50,3.6,0,0,0
1,24,19,0,3.6,0,0,0
1,24,19,10,3.6,0,0,0
1,24,19,20,3.5,0,0,0
1,24,19,30,3.4000000000000004,0,0,0
1,24,19,40,3.4000000000000004,0,0,0
1,24,19,50,3.3000000000000003,0,0,0
1,24,20,0,3.2,0,0,0
1,24,20,10,3.1,0,0,0
1,24,20,20,3,0,0,0
1,24,20,30,2.9000000000000004,0,0,0
1,24,20,40,2.8000000000000003,0,0,0
1,24,20,50,2.7,0,0,0
1,24,21,0,2.6,0,0,0
1,24,21,10,2.5,0,0,0
1,24,21,20,2.4000000000000004,0,0,0
1,24,21,30,2.3000000000000003,0,0,0
1,24,21,40,2.1,0,0,0
1,24,21,50,2,0,0,0
1,24,22,0,1.9000000000000001,0,0,0
1,24,22,10,1.8,0,0,0
1,24,22,20,1.7000000000000002,0,0,0
1,24,22,30,1.6,0,0,0
1,24,22,40,1.5,0,0,0
1,24,22,50,1.4000000000000001,0,0,0
1,24,23,0,1.3,0,0,0
1,24,23,10,1.2000000000000002,0,0,0
1,24,23,20,1.1,0,0,0
1,24,23,30,1.1,0,0,0
1,24,23,40,1,0,0,0
1,24,23,50,0.9,0,0,0
1,25,0,0,0.9,0,0,0
1,25,0,10,0.8,0,0,0
1,25,0,20,0.8,0,0,0
1,25,0,30,0.8,0,0,0
1,25,0,40,0.7000000000000001,0,0,0
1,25,0,50,0.7000000000000001,0,0,0
1,25,1,0,0.7000000000000001,0,0,0
1,25,1,10,0.5,0,0,0
1,25,1,20,0.4,0,0,0
1,25,1,30,0.30000000000000004,0,0,0
1,25,1,40,0.2,0,0,0
1,25,1,50,0.1,0,0,0
1,25,2,0,0,0,0,0
1,25,2,10,-0.2,0,0,0
1,25,2,20,-0.3,0,0,0
1,25,2,30,-0.5,0,0,0
1,25,2,40,-0.6,0,0,0
1,25,2,50,-0.8,0,0,0
1,25,3,0,-0.9,0,0,0
1,25,3,10,-1,0,0,0
1,25,3,20,-1.1,0,0,0
1,25,3,30,-1.2,0,0,0
1,25,3,40,-1.3,0,0,0
1,25,3,50,-1.4,0,0,0
1,25,4,0,-1.5,0,0,0
1,25,4,10,-1.5,0,0,0
1,25,4,20,-1.5,0,0,0
1,25,4,30,-1.6,0,0,0
1,25,4,40,-1.6,0,0,0
1,25,4,50,-1.7,0,0,0
1,25,5,0,-1.7,0,0,0
1,25,5,10,-1.7,0,0,0
1,25,5,20,-1.7,0,0,0
1,25,5,30,-1.7,0,0,0
1,25,5,40,-1.7,0,0,0
1,25,5,50,-1.7,0,0,0
1,25,6,0,-1.8,0,0,0
1,25,6,10,-1.6,0,0,0
1,25,6,20,-1.4,0,0,0
1,25,6,30,-1.2,0,0,0
1,25,6,40,-1.1,0,0,0
1,25,6,50,-0.9,0,0,0
1,25,7,0,-0.7,0,0,0
1,25,7,10,-0.1,0,0,0
1,25,7,20,0.5,0,0,0
1,25,7,30,1.1,353,14,28
1,25,7,40,1.7000000000000002,453,19,50
1,25,7,50,2.3000000000000003,536,24,75
1,25,8,0,2.9000000000000004,604,28,103
1,25,8,10,3.4000000000000004,659,32,131
1,25,8,20,3.8000000000000003,705,35,160
1,25,8,30,4.3,744,37,189
1,25,8,40,4.7,775,40,218
1,25,8,50,5.2,803,42,247
1,25,9,0,5.7,827,44,275
1,25,9,10,6,849,46,302
1,25,9,20,6.300000000000001,867,47,329
1,25,9,30,6.6000000000000005,884,49,354
1,25,9,40,6.9,889,51,375
1,25,9,50,7.2,902,52,399
1,25,10,0,7.5,913,53,420
1,25,10,10,7.6000000000000005,923,54,440
1,25,10,20,7.800000000000001,932,54,459
1,25,10,30,7.9,940,55,477
1,25,10,40,8,949,55,493
1,25,10,50,8.200000000000001,954,56,508
1,25,11,0,8.3,960,56,521
1,25,11,10,8.4,964,57,532
1,25,11,20,8.5,968,57,542
1,25,11,30,8.6,971,58,550
1,25,11,40,8.700000000000001,970,59,557
1,25,11,50,8.8,972,59,561
1,25,12,0,8.8,973,59,564
1,25,12,10,8.9,973,59,566
1,25,12,20,8.9,973,60,565
1,25,12,30,9,973,60,563
1,25,12,40,9,968,61,559
1,25,12,50,9.1,966,60,553
1,25,13,0,9.1,964,60,546
1,25,13,10,9.1,548,185,458
1,25,13,20,9,549,179,447
1,25,13,30,9,575,168,443
1,25,13,40,8.9,565,160,424
1,25,13,50,8.8,436,179,377
1,25,14,0,8.8,311,196,334
1,25,14,10,8.5,440,170,358
1,25,14,20,8.1,488,151,351
1,25,14,30,7.800000000000001,563,128,350
1,25,14,40,7.5,374,161,301
1,25,14,50,7.2,276,178,276
1,25,15,0,6.9,44,160,174
1,25,15,10,6.4,78,161,185
1,25,15,20,5.9,5,82,83
1,25,15,30,5.4,21,115,120
1,25,15,40,4.9,2,59,60
1,25,15,50,4.4,0,35,35
1,25,16,0,3.9000000000000004,0,33,33
1,25,16,10,3.7,6,61,62
1,25,16,20,3.5,158,71,93
1,25,16,30,3.3000000000000003,107,59,71
1,25,16,40,3,53,45,49
1,25,16,50,2.8000000000000003,16,28,29
1,25,17,0,2.6,0,4,4
1,25,17,10,2.5,0,0,0
1,25,17,20,2.4000000000000004,0,0,0
1,25,17,30,2.4000000000000004,0,0,0
1,25,17,40,2.3000000000000003,0,0,0
1,25,17,50,2.2,0,0,0
1,25,18,0,2.1,0,0,0
1,25,18,10,2,0,0,0
1,25,18,20,2,0,0,0
1,25,18,30,1.9000000000000001,0,0,0
1,25,18,40,1.8,0,0,0
1,25,18,50,1.7000000000000002,0,0,0
1,25,19,0,1.7000000000000002,0,0,0
1,25,19,10,1.6,0,0,0
1,25,19,20,1.6,0,0,0
1,25,19,30,1.5,0,0,0
1,25,19,40,1.5,0,0,0
1,25,19,50,1.5,0,0,0
1,25,20,0,1.4000000000000001,0,0,0
1,25,20,10,1.4000000000000001,0,0,0
1,25,20,20,1.3,0,0,0
1,25,20,30,1.3,0,0,0
1,25,20,40,1.3,0,0,0
1,25,20,50,1.2000000000000002,0,0,0
1,25,21,0,1.2000000000000002,0,0,0
1,25,21,10,1.1,0,0,0
1,25,21,20,1.1,0,0,0
1,25,21,30,1,0,0,0
1,25,21,40,1,0,0,0
1,25,21,50,0.9,0,0,0
1,25,22,0,0.9,0,0,0
1,25,22,10,0.8,0,0,0
1,25,22,20,0.8,0,0,0
1,25,22,30,0.7000000000000001,0,0,0
1,25,22,40,0.6000000000000001,0,0,0
1,25,22,50,0.5,0,0,0
1,25,23,0,0.5,0,0,0
1,25,23,10,0.4,0,0,0
1,25,23,20,0.30000000000000004,0,0,0
1,25,23,30,0.2,0,0,0
1,25,23,40,0.1,0,0,0
1,25,23,50,0,0,0,0
1,26,0,0,-0.1,0,0,0
1,26,0,10,-0.1,0,0,0
1,26,0,20,-0.2,0,0,0
1,26,0,30,-0.2,0,0,0
1,26,0,40,-0.3,0,0,0
1,26,0,50,-0.3,0,0,0
1,26,1,0,-0.4,0,0,0
1,26,1,10,-0.4,0,0,0
1,26,1,20,-0.5,0,0,0
1,26,1,30,-0.5,0,0,0
1,26,1,40,-0.5,0,0,0
1,26,1,50,-0.5,0,0,0
1,26,2,0,-0.6,0,0,0
1,26,2,10,-0.6,0,0,0
1,26,2,20,-0.6,0,0,0
1,26,2,30,-0.7,0,0,0
1,26,2,40,-0.7,0,0,0
1,26,2,50,-0.7,0,0,0
1,26,3,0,-0.7,0,0,0
1,26,3,10,-0.8,0,0,0
1,26,3,20,-0.8,0,0,0
1,26,3,30,-0.8,0,0,0
1,26,3,40,-0.8,0,0,0
1,26,3,50,-0.9,0,0,0
1,26,4,0,-0.9,0,0,0
1,26,4,10,-0.9,0,0,0
1,26,4,20,-0.9,0,0,0
1,26,4,30,-0.9,0,0,0
1,26,4,40,-0.9,0,0,0
1,26,4,50,-0.9,0,0,0
1,26,5,0,-0.9,0,0,0
1,26,5,10,-1,0,0,0
1,26,5,20,-1,0,0,0
1,26,5,30,-1,0,0,0
1,26,5,40,-1,0,0,0
1,26,5,50,-1,0,0,0
1,26,6,0,-1,0,0,0
1,26,6,10,-1,0,0,0
1,26,6,20,-0.9,0,0,0
1,26,6,30,-0.9,0,0,0
1,26,6,40,-0.8,0,0,0
1,26,6,50,-0.8,0,0,0
1,26,7,0,-0.7,0,0,0
1,26,7,10,-0.5,0,0,0
1,26,7,20,-0.2,0,0,0
1,26,7,30,0,3,20,20
1,26,7,40,0.30000000000000004,52,41,44
1,26,7,50,0.5,0,15,15
1,26,8,0,0.8,0,17,17
1,26,8,10,1,15,76,79
1,26,8,20,1.3,28,98,103
1,26,8,30,1.5,43,116,125
1,26,8,40,1.7000000000000002,55,131,144
1,26,8,50,2,74,143,162
1,26,9,0,2.2,48,141,155
1,26,9,10,2.5,68,157,178
1,26,9,20,2.7,120,176,215
1,26,9,30,2.9000000000000004,70,169,193
1,26,9,40,3.2,5,105,107
1,26,9,50,3.4000000000000004,2,90,91
1,26,10,0,3.7,0,23,23
1,26,10,10,3.8000000000000003,844,76,432
1,26,10,20,4,0,75,75
1,26,10,30,4.2,0,124,124
1,26,10,40,4.3,0,123,123
1,26,10,50,4.5,1,178,179
1,26,11,0,4.7,2,201,202
1,26,11,10,4.800000000000001,4,214,216
1,26,11,20,4.9,35,270,288
1,26,11,30,5,6,231,234
1,26,11,40,5.1000000000000005,15,249,257
1,26,11,50,5.2,925,77,558
1,26,12,0,5.300000000000001,926,77,561
1,26,12,10,5.300000000000001,927,77,562
1,26,12,20,5.300000000000001,927,77,562
1,26,12,30,5.4,926,77,560
1,26,12,40,5.4,5,144,147
1,26,12,50,5.4,5,143,145
1,26,13,0,5.4,5,140,142
1,26,13,10,5.4,5,135,138
1,26,13,20,5.4,4,129,131
1,26,13,30,5.4,153,251,325
1,26,13,40,5.300000000000001,170,229,309
1,26,13,50,5.300000000000001,192,222,310
1,26,14,0,5.300000000000001,324,208,353
1,26,14,10,5.2,272,222,339
1,26,14,20,5.1000000000000005,259,215,323
1,26,14,30,5,427,169,338
1,26,14,40,4.9,839,66,383
1,26,14,50,4.800000000000001,824,64,360
1,26,15,0,4.7,807,62,335
1,26,15,10,4.3,787,60,309
1,26,15,20,3.8000000000000003,7,142,144
1,26,15,30,3.4000000000000004,0,84,84
1,26,15,40,2.9000000000000004,0,66,66
1,26,15,50,2.5,1,72,73
1,26,16,0,2,0,62,62
1,26,16,10,1.8,1,74,74
1,26,16,20,1.5,542,37,114
1,26,16,30,1.2000000000000002,477,33,86
1,26,16,40,1,402,27,61
1,26,16,50,0.7000000000000001,306,20,37
1,26,17,0,0.5,0,5,5
1,26,17,10,0.4,0,0,0
1,26,17,20,0.4,0,0,0
1,26,17,30,0.4,0,0,0
1,26,17,40,0.4,0,0,0
1,26,17,50,0.4,0,0,0
1,26,18,0,0.30000000000000004,0,0,0
1,26,18,10,0.30000000000000004,0,0,0
1,26,18,20,0.2,0,0,0
1,26,18,30,0.1,0,0,0
1,26,18,40,0.1,0,0,0
1,26,18,50,0,0,0,0
1,26,19,0,-0.1,0,0,0
1,26,19,10,-0.2,0,0,0
1,26,19,20,-0.3,0,0,0
1,26,19,30,-0.4,0,0,0
1,26,19,40,-0.5,0,0,0
1,26,19,50,-0.6,0,0,0
1,26,20,0,-0.7,0,0,0
1,26,20,10,-0.8,0,0,0
1,26,20,20,-0.9,0,0,0
1,26,20,30,-1,0,0,0
1,26,20,40,-1.1,0,0,0
1,26,20,50,-1.2,0,0,0
1,26,21,0,-1.3,0,0,0
1,26,21,10,-1.4,0,0,0
1,26,21,20,-1.4,0,0,0
1,26,21,30,-1.4,0,0,0
1,26,21,40,-1.5,0,0,0
1,26,21,50,-1.5,0,0,0
1,26,22,0,-1.6,0,0,0
1,26,22,10,-1.6,0,0,0
1,26,22,20,-1.6,0,0,0
1,26,22,30,-1.7,0,0,0
1,26,22,40,-1.7,0,0,0
1,26,22,50,-1.7,0,0,0
1,26,23,0,-1.8,0,0,0
1,26,23,10,-1.9,0,0,0
1,26,23,20,-1.9,0,0,0
1,26,23,30,-2,0,0,0
1,26,23,40,-2.1,0,0,0
1,26,23,50,-2.2,0,0,0
1,27,0,0,-2.3,0,0,0
1,27,0,10,-2.4,0,0,0
1,27,0,20,-2.5,0,0,0
1,27,0,30,-2.6,0,0,0
1,27,0,40,-2.7,0,0,0
1,27,0,50,-2.8,0,0,0
1,27,1,0,-2.9,0,0,0
1,27,1,10,-3,0,0,0
1,27,1,20,-3,0,0,0
1,27,1,30,-3.1,0,0,0
1,27,1,40,-3.1,0,0,0
1,27,1,50,-3.2,0,0,0
1,27,2,0,-3.3,0,0,0
1,27,2,10,-3.3,0,0,0
1,27,2,20,-3.3,0,0,0
1,27,2,30,-3.3,0,0,0
1,27,2,40,-3.3,0,0,0
1,27,2,50,-3.3,0,0,0
1,27,3,0,-3.3,0,0,0
1,27,3,10,-3.3,0,0,0
1,27,3,20,-3.3,0,0,0
1,27,3,30,-3.3,0,0,0
1,27,3,40,-3.4,0,0,0
1,27,3,50,-3.4,0,0,0
1,27,4,0,-3.4,0,0,0
1,27,4,10,-3.4,0,0,0
1,27,4,20,-3.4,0,0,0
1,27,4,30,-3.4,0,0,0
1,27,4,40,-3.4,0,0,0
1,27,4,50,-3.4,0,0,0
1,27,5,0,-3.4,0,0,0
1,27,5,10,-3.5,0,0,0
1,27,5,20,-3.5,0,0,0
1,27,5,30,-3.5,0,0,0
1,27,5,40,-3.5,0,0,0
1,27,5,50,-3.5,0,0,0
1,27,6,0,-3.5,0,0,0
1,27,6,10,-3.4,0,0,0
1,27,6,20,-3.2,0,0,0
1,27,6,30,-3.1,0,0,0
1,27,6,40,-2.9,0,0,0
1,27,6,50,-2.7,0,0,0
1,27,7,0,-2.6,0,0,0
1,27,7,10,-2.1,0,0,0
1,27,7,20,-1.5,0,0,0
1,27,7,30,-1,418,15,33
1,27,7,40,-0.4,529,18,56
1,27,7,50,0.1,607,22,83
1,27,8,0,0.6000000000000001,670,25,111
1,27,8,10,1.2000000000000002,721,28,141
1,27,8,20,1.7000000000000002,764,30,170
1,27,8,30,2.2,799,32,200
1,27,8,40,2.8000000000000003,832,33,229
1,27,8,50,3.3000000000000003,858,34,258
1,27,9,0,3.9000000000000004,880,36,286
1,27,9,10,4.3,900,37,314
1,27,9,20,4.7,917,38,341
1,27,9,30,5.2,932,39,366
1,27,9,40,5.6000000000000005,945,40,391
1,27,9,50,6,956,41,415
1,27,10,0,6.5,967,42,437
1,27,10,10,6.7,976,42,457
1,27,10,20,6.9,984,43,477
1,27,10,30,7.1000000000000005,1003,44,500
1,27,10,40,7.300000000000001,1007,46,518
1,27,10,50,7.5,1013,46,533
1,27,11,0,7.7,1017,46,546
1,27,11,10,7.800000000000001,1021,47,558
1,27,11,20,7.9,1025,47,568
1,27,11,30,8.1,1027,47,576
1,27,11,40,8.200000000000001,1029,47,583
1,27,11,50,8.3,1031,47,588
1,27,12,0,8.4,1032,48,591
1,27,12,10,8.5,1032,48,592
1,27,12,20,8.5,1032,48,592
1,27,12,30,8.6,1032,48,590
1,27,12,40,8.700000000000001,1030,47,586
1,27,12,50,8.700000000000001,1029,47,580
1,27,13,0,8.8,1026,47,573
1,27,13,10,8.8,1024,47,564
1,27,13,20,8.700000000000001,1020,46,553
1,27,13,30,8.700000000000001,1016,46,541
1,27,13,40,8.700000000000001,1009,47,527
1,27,13,50,8.700000000000001,1004,47,511
1,27,14,0,8.6,997,46,494
1,27,14,10,8.4,989,45,475
1,27,14,20,8.200000000000001,981,45,455
1,27,14,30,7.9,971,44,434
1,27,14,40,7.7,961,43,411
1,27,14,50,7.5,948,42,386
1,27,15,0,7.2,934,41,361
1,27,15,10,6.7,919,40,334
1,27,15,20,6.2,901,39,307
1,27,15,30,5.7,880,37,279
1,27,15,40,5.2,856,36,250
1,27,15,50,4.6000000000000005,828,34,220
1,27,16,0,4.1000000000000005,796,32,190
1,27,16,10,3.8000000000000003,757,30,160
1,27,16,20,3.5,711,27,130
1,27,16,30,3.1,654,24,100
1,27,16,40,2.8000000000000003,585,21,72
1,27,16,50,2.5,497,17,46
1,27,17,0,2.1,385,12,24
1,27,17,10,2,0,0,0
1,27,17,20,1.8,0,0,0
1,27,17,30,1.6,0,0,0
1,27,17,40,1.4000000000000001,0,0,0
1,27,17,50,1.2000000000000002,0,0,0
1,27,18,0,1,0,0,0
1,27,18,10,0.7000000000000001,0,0,0
1,27,18,20,0.4,0,0,0
1,27,18,30,0.1,0,0,0
1,27,18,40,-0.1,0,0,0
1,27,18,50,-0.4,0,0,0
1,27,19,0,-0.7,0,0,0
1,27,19,10,-0.9,0,0,0
1,27,19,20,-1,0,0,0
1,27,19,30,-1.2,0,0,0
1,27,19,40,-1.3,0,0,0
1,27,19,50,-1.5,0,0,0
1,27,20,0,-1.6,0,0,0
1,27,20,10,-1.6,0,0,0
1,27,20,20,-1.6,0,0,0
1,27,20,30,-1.5,0,0,0
1,27,20,40,-1.5,0,0,0
1,27,20,50,-1.4,0,0,0
1,27,21,0,-1.4,0,0,0
1,27,21,10,-1.3,0,0,0
1,27,21,20,-1.2,0,0,0
1,27,21,30,-1.2,0,0,0
1,27,21,40,-1.1,0,0,0
1,27,21,50,-1,0,0,0
1,27,22,0,-0.9,0,0,0
1,27,22,10,-0.8,0,0,0
1,27,22,20,-0.8,0,0,0
1,27,22,30,-0.7,0,0,0
1,27,22,40,-0.6,0,0,0
1,27,22,50,-0.6,0,0,0
1,27,23,0,-0.5,0,0,0
1,27,23,10,-0.4,0,0,0
1,27,23,20,-0.4,0,0,0
1,27,23,30,-0.3,0,0,0
1,27,23,40,-0.2,0,0,0
1,27,23,50,-0.2,0,0,0
1,28,0,0,-0.1,0,0,0
1,28,0,10,-0.1,0,0,0
1,28,0,20,0,0,0,0
1,28,0,30,0,0,0,0
1,28,0,40,0.1,0,0,0
1,28,0,50,0.1,0,0,0
1,28,1,0,0.2,0,0,0
1,28,1,10,0.2,0,0,0
1,28,1,20,0.2,0,0,0
1,28,1,30,0.30000000000000004,0,0,0
1,28,1,40,0.30000000000000004,0,0,0
1,28,1,50,0.4,0,0,0
1,28,2,0,0.4,0,0,0
1,28,2,10,0.4,0,0,0
1,28,2,20,0.4,0,0,0
1,28,2,30,0.4,0,0,0
1,28,2,40,0.5,0,0,0
1,28,2,50,0.5,0,0,0
1,28,3,0,0.5,0,0,0
1,28,3,10,0.5,0,0,0
1,28,3,20,0.5,0,0,0
1,28,3,30,0.5,0,0,0
1,28,3,40,0.5,0,0,0
1,28,3,50,0.5,0,0,0
1,28,4,0,0.6000000000000001,0,0,0
1,28,4,10,0.6000000000000001,0,0,0
1,28,4,20,0.6000000000000001,0,0,0
1,28,4,30,0.6000000000000001,0,0,0
1,28,4,40,0.6000000000000001,0,0,0
1,28,4,50,0.6000000000000001,0,0,0
1,28,5,0,0.6000000000000001,0,0,0
1,28,5,10,0.6000000000000001,0,0,0
1,28,5,20,0.6000000000000001,0,0,0
1,28,5,30,0.7000000000000001,0,0,0
1,28,5,40,0.7000000000000001,0,0,0
1,28,5,50,0.7000000000000001,0,0,0
1,28,6,0,0.7000000000000001,0,0,0
1,28,6,10,0.9,0,0,0
1,28,6,20,1,0,0,0
1,28,6,30,1.2000000000000002,0,0,0
1,28,6,40,1.4000000000000001,0,0,0
1,28,6,50,1.6,0,0,0
1,28,7,0,1.8,0,0,0
1,28,7,10,2.4000000000000004,0,0,0
1,28,7,20,3,0,0,0
1,28,7,30,3.7,396,14,32
1,28,7,40,4.3,490,18,54
1,28,7,50,4.9,567,22,80
1,28,8,0,5.5,629,25,107
1,28,8,10,6,680,28,136
1,28,8,20,6.5,722,30,164
1,28,8,30,7,763,32,194
1,28,8,40,7.5,796,33,223
1,28,8,50,8,822,34,251
1,28,9,0,8.5,845,36,279
1,28,9,10,9.1,864,37,306
1,28,9,20,9.600000000000001,882,38,332
1,28,9,30,10.100000000000001,897,39,357
1,28,9,40,10.700000000000001,910,40,381
1,28,9,50,11.200000000000001,922,40,404
1,28,10,0,11.8,932,41,425
1,28,10,10,12.100000000000001,942,42,445
1,28,10,20,12.3,950,42,465
1,28,10,30,12.600000000000001,957,43,482
1,28,10,40,12.9,963,43,498
1,28,10,50,13.200000000000001,969,44,513
1,28,11,0,13.5,974,44,526
1,28,11,10,13.700000000000001,983,44,540
1,28,11,20,13.8,986,45,550
1,28,11,30,13.9,989,45,558
1,28,11,40,14.100000000000001,991,45,564
1,28,11,50,14.200000000000001,993,45,569
1,28,12,0,14.3,994,45,572
1,28,12,10,14.4,994,45,574
1,28,12,20,14.5,994,45,573
1,28,12,30,14.5,994,45,571
1,28,12,40,14.600000000000001,991,47,568
1,28,12,50,14.600000000000001,989,46,563
1,28,13,0,14.700000000000001,987,46,556
1,28,13,10,14.600000000000001,984,46,547
1,28,13,20,14.600000000000001,980,46,536
1,28,13,30,14.5,976,46,525
1,28,13,40,14.5,959,53,513
1,28,13,50,14.5,953,53,498
1,28,14,0,14.4,946,52,481
1,28,14,10,14.100000000000001,939,51,463
1,28,14,20,13.8,930,50,443
1,28,14,30,13.4,919,49,422
1,28,14,40,13.100000000000001,906,49,399
1,28,14,50,12.8,893,48,376
1,28,15,0,12.4,879,47,351
1,28,15,10,11.8,862,45,325
1,28,15,20,11.100000000000001,843,44,299
1,28,15,30,10.5,821,42,271
1,28,15,40,9.8,794,41,243
1,28,15,50,9.200000000000001,765,39,214
1,28,16,0,8.6,731,37,185
1,28,16,10,8.200000000000001,691,34,155
1,28,16,20,7.800000000000001,643,31,126
1,28,16,30,7.4,586,28,98
1,28,16,40,7.1000000000000005,509,24,70
1,28,16,50,6.7,419,19,45
1,28,17,0,6.300000000000001,309,14,24
1,28,17,10,6.1000000000000005,0,0,0
